assessment_id,assessment_type,score,enroll_id,course_id,course_name,difficulty_level,stu_id,student_name,dept_name
257,Final,57,86,2,Course 2,Medium,9,Dominic Cook,Information Technology
256,Midterm,69,86,2,Course 2,Medium,9,Dominic Cook,Information Technology
228,Project,60,76,2,Course 2,Medium,8,Megan Hampton,Information Technology
227,Final,71,76,2,Course 2,Medium,8,Megan Hampton,Information Technology
226,Midterm,99,76,2,Course 2,Medium,8,Megan Hampton,Information Technology
189,Project,70,63,2,Course 2,Medium,7,Jason Elliott,Information Technology
188,Final,52,63,2,Course 2,Medium,7,Jason Elliott,Information Technology
187,Midterm,70,63,2,Course 2,Medium,7,Jason Elliott,Information Technology
165,Project,45,55,2,Course 2,Medium,6,Anthony Craig,Information Technology
164,Final,45,55,2,Course 2,Medium,6,Anthony Craig,Information Technology
163,Midterm,37,55,2,Course 2,Medium,6,Anthony Craig,Information Technology
144,Project,64,48,2,Course 2,Medium,6,Anthony Craig,Information Technology
143,Final,68,48,2,Course 2,Medium,6,Anthony Craig,Information Technology
142,Midterm,76,48,2,Course 2,Medium,6,Anthony Craig,Information Technology
138,Project,84,46,2,Course 2,Medium,5,Ana Hill,Information Technology
137,Final,70,46,2,Course 2,Medium,5,Ana Hill,Information Technology
136,Midterm,82,46,2,Course 2,Medium,5,Ana Hill,Information Technology
111,Project,39,37,2,Course 2,Medium,5,Ana Hill,Information Technology
110,Final,43,37,2,Course 2,Medium,5,Ana Hill,Information Technology
109,Midterm,31,37,2,Course 2,Medium,5,Ana Hill,Information Technology
96,Project,62,32,2,Course 2,Medium,4,Steven Mcknight,Information Technology
95,Final,74,32,2,Course 2,Medium,4,Steven Mcknight,Information Technology
94,Midterm,74,32,2,Course 2,Medium,4,Steven Mcknight,Information Technology
51,Project,88,17,2,Course 2,Medium,2,Jennifer Roberts,Information Technology
50,Final,73,17,2,Course 2,Medium,2,Jennifer Roberts,Information Technology
49,Midterm,98,17,2,Course 2,Medium,2,Jennifer Roberts,Information Technology
6,Project,65,2,2,Course 2,Medium,1,Rachel Arnold,Information Technology
5,Final,64,2,2,Course 2,Medium,1,Rachel Arnold,Information Technology
4,Midterm,71,2,2,Course 2,Medium,1,Rachel Arnold,Information Technology
3132,Project,55,1044,3,Course 3,Hard,100,Gina Martin,Information Technology
3131,Final,66,1044,3,Course 3,Hard,100,Gina Martin,Information Technology
3130,Midterm,93,1044,3,Course 3,Hard,100,Gina Martin,Information Technology
3114,Project,49,1038,3,Course 3,Hard,99,Christine Chavez,Information Technology
3113,Final,30,1038,3,Course 3,Hard,99,Christine Chavez,Information Technology
3112,Midterm,49,1038,3,Course 3,Hard,99,Christine Chavez,Information Technology
3075,Project,64,1025,3,Course 3,Hard,98,John Griffin,Information Technology
3074,Final,91,1025,3,Course 3,Hard,98,John Griffin,Information Technology
3073,Midterm,58,1025,3,Course 3,Hard,98,John Griffin,Information Technology
3060,Project,70,1020,3,Course 3,Hard,98,John Griffin,Information Technology
3059,Final,89,1020,3,Course 3,Hard,98,John Griffin,Information Technology
3058,Midterm,53,1020,3,Course 3,Hard,98,John Griffin,Information Technology
3021,Project,74,1007,3,Course 3,Hard,97,Kelly Williams,Information Technology
3020,Final,71,1007,3,Course 3,Hard,97,Kelly Williams,Information Technology
3019,Midterm,97,1007,3,Course 3,Hard,97,Kelly Williams,Information Technology
3009,Project,94,1003,3,Course 3,Hard,96,Tiffany Lawrence,Information Technology
3008,Final,68,1003,3,Course 3,Hard,96,Tiffany Lawrence,Information Technology
3007,Midterm,68,1003,3,Course 3,Hard,96,Tiffany Lawrence,Information Technology
2997,Project,83,999,3,Course 3,Hard,96,Tiffany Lawrence,Information Technology
2996,Final,55,999,3,Course 3,Hard,96,Tiffany Lawrence,Information Technology
2995,Midterm,66,999,3,Course 3,Hard,96,Tiffany Lawrence,Information Technology
2994,Project,80,998,3,Course 3,Hard,96,Tiffany Lawrence,Information Technology
2993,Final,60,998,3,Course 3,Hard,96,Tiffany Lawrence,Information Technology
2992,Midterm,91,998,3,Course 3,Hard,96,Tiffany Lawrence,Information Technology
2952,Project,73,984,3,Course 3,Hard,94,Brandon Hill,Information Technology
2951,Final,75,984,3,Course 3,Hard,94,Brandon Hill,Information Technology
2950,Midterm,56,984,3,Course 3,Hard,94,Brandon Hill,Information Technology
2937,Project,66,979,3,Course 3,Hard,94,Brandon Hill,Information Technology
2936,Final,56,979,3,Course 3,Hard,94,Brandon Hill,Information Technology
2935,Midterm,67,979,3,Course 3,Hard,94,Brandon Hill,Information Technology
2838,Project,49,946,3,Course 3,Hard,91,Kara Evans,Information Technology
2837,Final,38,946,3,Course 3,Hard,91,Kara Evans,Information Technology
2836,Midterm,36,946,3,Course 3,Hard,91,Kara Evans,Information Technology
2811,Project,63,937,3,Course 3,Hard,90,Miranda Glover,Information Technology
2810,Final,90,937,3,Course 3,Hard,90,Miranda Glover,Information Technology
2809,Midterm,51,937,3,Course 3,Hard,90,Miranda Glover,Information Technology
2802,Project,79,934,3,Course 3,Hard,90,Miranda Glover,Information Technology
2801,Final,51,934,3,Course 3,Hard,90,Miranda Glover,Information Technology
2800,Midterm,83,934,3,Course 3,Hard,90,Miranda Glover,Information Technology
2763,Project,100,921,3,Course 3,Hard,88,Jessica Haas,Information Technology
2762,Final,54,921,3,Course 3,Hard,88,Jessica Haas,Information Technology
2761,Midterm,77,921,3,Course 3,Hard,88,Jessica Haas,Information Technology
2730,Project,37,910,3,Course 3,Hard,87,April Owens,Information Technology
2729,Final,34,910,3,Course 3,Hard,87,April Owens,Information Technology
2728,Midterm,44,910,3,Course 3,Hard,87,April Owens,Information Technology
2706,Project,86,902,3,Course 3,Hard,86,Stephanie Garcia,Information Technology
2705,Final,60,902,3,Course 3,Hard,86,Stephanie Garcia,Information Technology
2704,Midterm,77,902,3,Course 3,Hard,86,Stephanie Garcia,Information Technology
2688,Project,56,896,3,Course 3,Hard,86,Stephanie Garcia,Information Technology
2687,Final,67,896,3,Course 3,Hard,86,Stephanie Garcia,Information Technology
2686,Midterm,54,896,3,Course 3,Hard,86,Stephanie Garcia,Information Technology
2637,Project,49,879,3,Course 3,Hard,84,Timothy Wallace,Information Technology
2636,Final,30,879,3,Course 3,Hard,84,Timothy Wallace,Information Technology
2635,Midterm,32,879,3,Course 3,Hard,84,Timothy Wallace,Information Technology
2607,Project,68,869,3,Course 3,Hard,83,Mario Martin,Information Technology
2606,Final,100,869,3,Course 3,Hard,83,Mario Martin,Information Technology
2605,Midterm,71,869,3,Course 3,Hard,83,Mario Martin,Information Technology
2583,Project,86,861,3,Course 3,Hard,83,Mario Martin,Information Technology
2582,Final,96,861,3,Course 3,Hard,83,Mario Martin,Information Technology
2581,Midterm,96,861,3,Course 3,Hard,83,Mario Martin,Information Technology
2577,Project,48,859,3,Course 3,Hard,82,Shawn Garcia,Information Technology
2576,Final,46,859,3,Course 3,Hard,82,Shawn Garcia,Information Technology
2575,Midterm,47,859,3,Course 3,Hard,82,Shawn Garcia,Information Technology
2523,Project,99,841,3,Course 3,Hard,81,Allen Moore,Information Technology
2522,Final,94,841,3,Course 3,Hard,81,Allen Moore,Information Technology
2521,Midterm,63,841,3,Course 3,Hard,81,Allen Moore,Information Technology
2499,Project,56,833,3,Course 3,Hard,80,Mike Smith,Information Technology
2498,Final,85,833,3,Course 3,Hard,80,Mike Smith,Information Technology
2497,Midterm,94,833,3,Course 3,Hard,80,Mike Smith,Information Technology
2484,Project,61,828,3,Course 3,Hard,80,Mike Smith,Information Technology
2483,Final,65,828,3,Course 3,Hard,80,Mike Smith,Information Technology
2482,Midterm,70,828,3,Course 3,Hard,80,Mike Smith,Information Technology
2466,Project,55,822,3,Course 3,Hard,79,Dawn Arnold,Information Technology
2465,Final,86,822,3,Course 3,Hard,79,Dawn Arnold,Information Technology
2464,Midterm,67,822,3,Course 3,Hard,79,Dawn Arnold,Information Technology
2451,Project,85,817,3,Course 3,Hard,79,Dawn Arnold,Information Technology
2450,Final,94,817,3,Course 3,Hard,79,Dawn Arnold,Information Technology
2449,Midterm,51,817,3,Course 3,Hard,79,Dawn Arnold,Information Technology
2382,Project,57,794,3,Course 3,Hard,76,Kimberly Reynolds,Information Technology
2381,Final,96,794,3,Course 3,Hard,76,Kimberly Reynolds,Information Technology
2380,Midterm,69,794,3,Course 3,Hard,76,Kimberly Reynolds,Information Technology
2367,Project,96,789,3,Course 3,Hard,76,Kimberly Reynolds,Information Technology
2366,Final,87,789,3,Course 3,Hard,76,Kimberly Reynolds,Information Technology
2365,Midterm,59,789,3,Course 3,Hard,76,Kimberly Reynolds,Information Technology
2358,Project,75,786,3,Course 3,Hard,75,Joseph Hudson,Information Technology
2357,Final,78,786,3,Course 3,Hard,75,Joseph Hudson,Information Technology
2356,Midterm,99,786,3,Course 3,Hard,75,Joseph Hudson,Information Technology
2244,Project,92,748,3,Course 3,Hard,72,Amanda Nixon,Information Technology
2243,Final,93,748,3,Course 3,Hard,72,Amanda Nixon,Information Technology
2242,Midterm,62,748,3,Course 3,Hard,72,Amanda Nixon,Information Technology
2232,Project,62,744,3,Course 3,Hard,72,Amanda Nixon,Information Technology
2231,Final,89,744,3,Course 3,Hard,72,Amanda Nixon,Information Technology
2230,Midterm,53,744,3,Course 3,Hard,72,Amanda Nixon,Information Technology
2175,Project,91,725,3,Course 3,Hard,70,Joshua Bullock,Information Technology
2174,Final,94,725,3,Course 3,Hard,70,Joshua Bullock,Information Technology
2173,Midterm,70,725,3,Course 3,Hard,70,Joshua Bullock,Information Technology
2148,Project,84,716,3,Course 3,Hard,69,Patricia Hawkins,Information Technology
2147,Final,84,716,3,Course 3,Hard,69,Patricia Hawkins,Information Technology
2146,Midterm,77,716,3,Course 3,Hard,69,Patricia Hawkins,Information Technology
2130,Project,76,710,3,Course 3,Hard,69,Patricia Hawkins,Information Technology
2129,Final,92,710,3,Course 3,Hard,69,Patricia Hawkins,Information Technology
2128,Midterm,88,710,3,Course 3,Hard,69,Patricia Hawkins,Information Technology
2085,Project,41,695,3,Course 3,Hard,67,Victoria Thompson,Information Technology
2084,Final,47,695,3,Course 3,Hard,67,Victoria Thompson,Information Technology
2083,Midterm,31,695,3,Course 3,Hard,67,Victoria Thompson,Information Technology
2076,Project,44,692,3,Course 3,Hard,67,Victoria Thompson,Information Technology
2075,Final,34,692,3,Course 3,Hard,67,Victoria Thompson,Information Technology
2074,Midterm,38,692,3,Course 3,Hard,67,Victoria Thompson,Information Technology
2058,Project,82,686,3,Course 3,Hard,66,Amanda Bailey,Information Technology
2057,Final,92,686,3,Course 3,Hard,66,Amanda Bailey,Information Technology
2056,Midterm,69,686,3,Course 3,Hard,66,Amanda Bailey,Information Technology
2046,Project,68,682,3,Course 3,Hard,66,Amanda Bailey,Information Technology
2045,Final,56,682,3,Course 3,Hard,66,Amanda Bailey,Information Technology
2044,Midterm,64,682,3,Course 3,Hard,66,Amanda Bailey,Information Technology
2034,Project,55,678,3,Course 3,Hard,66,Amanda Bailey,Information Technology
2033,Final,79,678,3,Course 3,Hard,66,Amanda Bailey,Information Technology
2032,Midterm,93,678,3,Course 3,Hard,66,Amanda Bailey,Information Technology
2010,Project,66,670,3,Course 3,Hard,65,Joshua Johnson,Information Technology
2009,Final,96,670,3,Course 3,Hard,65,Joshua Johnson,Information Technology
2008,Midterm,68,670,3,Course 3,Hard,65,Joshua Johnson,Information Technology
1938,Project,96,646,3,Course 3,Hard,63,Deborah Harris,Information Technology
1937,Final,84,646,3,Course 3,Hard,63,Deborah Harris,Information Technology
1936,Midterm,72,646,3,Course 3,Hard,63,Deborah Harris,Information Technology
1923,Project,66,641,3,Course 3,Hard,62,Anna Wilson,Information Technology
1922,Final,96,641,3,Course 3,Hard,62,Anna Wilson,Information Technology
1921,Midterm,57,641,3,Course 3,Hard,62,Anna Wilson,Information Technology
1917,Project,30,639,3,Course 3,Hard,62,Anna Wilson,Information Technology
1916,Final,33,639,3,Course 3,Hard,62,Anna Wilson,Information Technology
1915,Midterm,49,639,3,Course 3,Hard,62,Anna Wilson,Information Technology
1905,Project,61,635,3,Course 3,Hard,62,Anna Wilson,Information Technology
1904,Final,100,635,3,Course 3,Hard,62,Anna Wilson,Information Technology
1903,Midterm,97,635,3,Course 3,Hard,62,Anna Wilson,Information Technology
1857,Project,76,619,3,Course 3,Hard,60,Jacob Cross,Information Technology
1856,Final,98,619,3,Course 3,Hard,60,Jacob Cross,Information Technology
1855,Midterm,74,619,3,Course 3,Hard,60,Jacob Cross,Information Technology
1848,Project,87,616,3,Course 3,Hard,60,Jacob Cross,Information Technology
1847,Final,88,616,3,Course 3,Hard,60,Jacob Cross,Information Technology
1846,Midterm,84,616,3,Course 3,Hard,60,Jacob Cross,Information Technology
1845,Project,91,615,3,Course 3,Hard,60,Jacob Cross,Information Technology
1844,Final,96,615,3,Course 3,Hard,60,Jacob Cross,Information Technology
1843,Midterm,95,615,3,Course 3,Hard,60,Jacob Cross,Information Technology
1776,Project,83,592,3,Course 3,Hard,57,Nancy Edwards,Information Technology
1775,Final,57,592,3,Course 3,Hard,57,Nancy Edwards,Information Technology
1774,Midterm,67,592,3,Course 3,Hard,57,Nancy Edwards,Information Technology
1731,Project,90,577,3,Course 3,Hard,56,Roberto Phillips,Information Technology
1730,Final,89,577,3,Course 3,Hard,56,Roberto Phillips,Information Technology
1729,Midterm,79,577,3,Course 3,Hard,56,Roberto Phillips,Information Technology
1725,Project,87,575,3,Course 3,Hard,56,Roberto Phillips,Information Technology
1724,Final,93,575,3,Course 3,Hard,56,Roberto Phillips,Information Technology
1723,Midterm,96,575,3,Course 3,Hard,56,Roberto Phillips,Information Technology
1674,Project,55,558,3,Course 3,Hard,54,Amanda Jordan,Information Technology
1673,Final,55,558,3,Course 3,Hard,54,Amanda Jordan,Information Technology
1672,Midterm,96,558,3,Course 3,Hard,54,Amanda Jordan,Information Technology
1623,Project,69,541,3,Course 3,Hard,52,Nathan Copeland,Information Technology
1622,Final,80,541,3,Course 3,Hard,52,Nathan Copeland,Information Technology
1621,Midterm,58,541,3,Course 3,Hard,52,Nathan Copeland,Information Technology
1575,Project,42,525,3,Course 3,Hard,51,Matthew Hunt,Information Technology
1574,Final,47,525,3,Course 3,Hard,51,Matthew Hunt,Information Technology
1573,Midterm,36,525,3,Course 3,Hard,51,Matthew Hunt,Information Technology
1569,Project,79,523,3,Course 3,Hard,50,Mariah Johnson,Information Technology
1568,Final,53,523,3,Course 3,Hard,50,Mariah Johnson,Information Technology
1567,Midterm,83,523,3,Course 3,Hard,50,Mariah Johnson,Information Technology
1533,Project,73,511,3,Course 3,Hard,49,Randy Johnson,Information Technology
1532,Final,89,511,3,Course 3,Hard,49,Randy Johnson,Information Technology
1531,Midterm,74,511,3,Course 3,Hard,49,Randy Johnson,Information Technology
1509,Project,86,503,3,Course 3,Hard,48,Kelly Greene,Information Technology
1508,Final,50,503,3,Course 3,Hard,48,Kelly Greene,Information Technology
1507,Midterm,50,503,3,Course 3,Hard,48,Kelly Greene,Information Technology
1479,Project,69,493,3,Course 3,Hard,47,Jacob Hughes,Information Technology
1478,Final,72,493,3,Course 3,Hard,47,Jacob Hughes,Information Technology
1477,Midterm,51,493,3,Course 3,Hard,47,Jacob Hughes,Information Technology
1446,Project,59,482,3,Course 3,Hard,46,Gail Larsen,Information Technology
1445,Final,63,482,3,Course 3,Hard,46,Gail Larsen,Information Technology
1444,Midterm,92,482,3,Course 3,Hard,46,Gail Larsen,Information Technology
1401,Project,75,467,3,Course 3,Hard,45,Abigail Bowers,Information Technology
1400,Final,65,467,3,Course 3,Hard,45,Abigail Bowers,Information Technology
1399,Midterm,78,467,3,Course 3,Hard,45,Abigail Bowers,Information Technology
1389,Project,78,463,3,Course 3,Hard,45,Abigail Bowers,Information Technology
1388,Final,71,463,3,Course 3,Hard,45,Abigail Bowers,Information Technology
1387,Midterm,86,463,3,Course 3,Hard,45,Abigail Bowers,Information Technology
1362,Project,67,454,3,Course 3,Hard,44,Joseph Bishop,Information Technology
1361,Final,65,454,3,Course 3,Hard,44,Joseph Bishop,Information Technology
1360,Midterm,73,454,3,Course 3,Hard,44,Joseph Bishop,Information Technology
1320,Project,43,440,3,Course 3,Hard,43,Tabitha White,Information Technology
1319,Final,48,440,3,Course 3,Hard,43,Tabitha White,Information Technology
1318,Midterm,47,440,3,Course 3,Hard,43,Tabitha White,Information Technology
1257,Project,80,419,3,Course 3,Hard,41,Christian Green,Information Technology
1256,Final,50,419,3,Course 3,Hard,41,Christian Green,Information Technology
1255,Midterm,96,419,3,Course 3,Hard,41,Christian Green,Information Technology
1194,Project,74,398,3,Course 3,Hard,38,Michael Rose,Information Technology
1193,Final,77,398,3,Course 3,Hard,38,Michael Rose,Information Technology
1192,Midterm,69,398,3,Course 3,Hard,38,Michael Rose,Information Technology
1167,Project,99,389,3,Course 3,Hard,38,Michael Rose,Information Technology
1166,Final,51,389,3,Course 3,Hard,38,Michael Rose,Information Technology
1165,Midterm,80,389,3,Course 3,Hard,38,Michael Rose,Information Technology
1143,Project,97,381,3,Course 3,Hard,37,Lisa Baker,Information Technology
1142,Final,69,381,3,Course 3,Hard,37,Lisa Baker,Information Technology
1141,Midterm,67,381,3,Course 3,Hard,37,Lisa Baker,Information Technology
1134,Project,85,378,3,Course 3,Hard,37,Lisa Baker,Information Technology
1133,Final,71,378,3,Course 3,Hard,37,Lisa Baker,Information Technology
1132,Midterm,99,378,3,Course 3,Hard,37,Lisa Baker,Information Technology
1110,Project,51,370,3,Course 3,Hard,36,Jamie Orozco,Information Technology
1109,Final,83,370,3,Course 3,Hard,36,Jamie Orozco,Information Technology
1108,Midterm,61,370,3,Course 3,Hard,36,Jamie Orozco,Information Technology
1080,Project,76,360,3,Course 3,Hard,35,Elizabeth Choi,Information Technology
1079,Final,61,360,3,Course 3,Hard,35,Elizabeth Choi,Information Technology
1078,Midterm,81,360,3,Course 3,Hard,35,Elizabeth Choi,Information Technology
1041,Project,66,347,3,Course 3,Hard,34,David Henderson,Information Technology
1040,Final,95,347,3,Course 3,Hard,34,David Henderson,Information Technology
1039,Midterm,89,347,3,Course 3,Hard,34,David Henderson,Information Technology
1026,Project,97,342,3,Course 3,Hard,34,David Henderson,Information Technology
1025,Final,71,342,3,Course 3,Hard,34,David Henderson,Information Technology
1024,Midterm,94,342,3,Course 3,Hard,34,David Henderson,Information Technology
1014,Project,92,338,3,Course 3,Hard,33,Barbara Smith,Information Technology
1013,Final,70,338,3,Course 3,Hard,33,Barbara Smith,Information Technology
1012,Midterm,75,338,3,Course 3,Hard,33,Barbara Smith,Information Technology
996,Project,30,332,3,Course 3,Hard,33,Barbara Smith,Information Technology
995,Final,33,332,3,Course 3,Hard,33,Barbara Smith,Information Technology
994,Midterm,33,332,3,Course 3,Hard,33,Barbara Smith,Information Technology
984,Project,36,328,3,Course 3,Hard,32,Ralph Hernandez,Information Technology
983,Final,40,328,3,Course 3,Hard,32,Ralph Hernandez,Information Technology
982,Midterm,31,328,3,Course 3,Hard,32,Ralph Hernandez,Information Technology
966,Project,79,322,3,Course 3,Hard,32,Ralph Hernandez,Information Technology
965,Final,88,322,3,Course 3,Hard,32,Ralph Hernandez,Information Technology
964,Midterm,84,322,3,Course 3,Hard,32,Ralph Hernandez,Information Technology
957,Project,59,319,3,Course 3,Hard,31,Jeff Young,Information Technology
956,Final,79,319,3,Course 3,Hard,31,Jeff Young,Information Technology
955,Midterm,95,319,3,Course 3,Hard,31,Jeff Young,Information Technology
837,Project,90,279,3,Course 3,Hard,28,Sarah Howard,Information Technology
836,Final,50,279,3,Course 3,Hard,28,Sarah Howard,Information Technology
835,Midterm,81,279,3,Course 3,Hard,28,Sarah Howard,Information Technology
816,Project,67,272,3,Course 3,Hard,27,Jesse Hughes,Information Technology
815,Final,76,272,3,Course 3,Hard,27,Jesse Hughes,Information Technology
814,Midterm,99,272,3,Course 3,Hard,27,Jesse Hughes,Information Technology
813,Project,94,271,3,Course 3,Hard,27,Jesse Hughes,Information Technology
812,Final,83,271,3,Course 3,Hard,27,Jesse Hughes,Information Technology
811,Midterm,85,271,3,Course 3,Hard,27,Jesse Hughes,Information Technology
690,Project,68,230,3,Course 3,Hard,23,Keith Hall,Information Technology
689,Final,96,230,3,Course 3,Hard,23,Keith Hall,Information Technology
688,Midterm,98,230,3,Course 3,Hard,23,Keith Hall,Information Technology
642,Project,91,214,3,Course 3,Hard,21,Jasmin Moore,Information Technology
641,Final,75,214,3,Course 3,Hard,21,Jasmin Moore,Information Technology
640,Midterm,62,214,3,Course 3,Hard,21,Jasmin Moore,Information Technology
633,Project,56,211,3,Course 3,Hard,21,Jasmin Moore,Information Technology
632,Final,62,211,3,Course 3,Hard,21,Jasmin Moore,Information Technology
631,Midterm,82,211,3,Course 3,Hard,21,Jasmin Moore,Information Technology
597,Project,79,199,3,Course 3,Hard,20,Caleb Pope,Information Technology
596,Final,93,199,3,Course 3,Hard,20,Caleb Pope,Information Technology
595,Midterm,88,199,3,Course 3,Hard,20,Caleb Pope,Information Technology
576,Project,81,192,3,Course 3,Hard,19,Jennifer Sawyer,Information Technology
575,Final,80,192,3,Course 3,Hard,19,Jennifer Sawyer,Information Technology
574,Midterm,75,192,3,Course 3,Hard,19,Jennifer Sawyer,Information Technology
534,Project,69,178,3,Course 3,Hard,18,Melissa Baker,Information Technology
533,Final,72,178,3,Course 3,Hard,18,Melissa Baker,Information Technology
532,Midterm,55,178,3,Course 3,Hard,18,Melissa Baker,Information Technology
486,Project,52,162,3,Course 3,Hard,17,Emily Shah,Information Technology
485,Final,63,162,3,Course 3,Hard,17,Emily Shah,Information Technology
484,Midterm,77,162,3,Course 3,Hard,17,Emily Shah,Information Technology
483,Project,56,161,3,Course 3,Hard,16,Felicia Miller,Information Technology
482,Final,67,161,3,Course 3,Hard,16,Felicia Miller,Information Technology
481,Midterm,96,161,3,Course 3,Hard,16,Felicia Miller,Information Technology
465,Project,96,155,3,Course 3,Hard,16,Felicia Miller,Information Technology
464,Final,58,155,3,Course 3,Hard,16,Felicia Miller,Information Technology
463,Midterm,70,155,3,Course 3,Hard,16,Felicia Miller,Information Technology
378,Project,90,126,3,Course 3,Hard,13,Michael Avila,Information Technology
377,Final,91,126,3,Course 3,Hard,13,Michael Avila,Information Technology
376,Midterm,54,126,3,Course 3,Hard,13,Michael Avila,Information Technology
339,Project,85,113,3,Course 3,Hard,12,Matthew Allison,Information Technology
338,Final,61,113,3,Course 3,Hard,12,Matthew Allison,Information Technology
337,Midterm,82,113,3,Course 3,Hard,12,Matthew Allison,Information Technology
291,Project,80,97,3,Course 3,Hard,10,Kevin Hall,Information Technology
290,Final,100,97,3,Course 3,Hard,10,Kevin Hall,Information Technology
289,Midterm,59,97,3,Course 3,Hard,10,Kevin Hall,Information Technology
267,Project,95,89,3,Course 3,Hard,10,Kevin Hall,Information Technology
266,Final,85,89,3,Course 3,Hard,10,Kevin Hall,Information Technology
265,Midterm,80,89,3,Course 3,Hard,10,Kevin Hall,Information Technology
249,Project,83,83,3,Course 3,Hard,9,Dominic Cook,Information Technology
248,Final,61,83,3,Course 3,Hard,9,Dominic Cook,Information Technology
247,Midterm,97,83,3,Course 3,Hard,9,Dominic Cook,Information Technology
216,Project,83,72,3,Course 3,Hard,8,Megan Hampton,Information Technology
215,Final,99,72,3,Course 3,Hard,8,Megan Hampton,Information Technology
214,Midterm,55,72,3,Course 3,Hard,8,Megan Hampton,Information Technology
198,Project,41,66,3,Course 3,Hard,7,Jason Elliott,Information Technology
197,Final,36,66,3,Course 3,Hard,7,Jason Elliott,Information Technology
196,Midterm,37,66,3,Course 3,Hard,7,Jason Elliott,Information Technology
186,Project,83,62,3,Course 3,Hard,7,Jason Elliott,Information Technology
185,Final,77,62,3,Course 3,Hard,7,Jason Elliott,Information Technology
184,Midterm,67,62,3,Course 3,Hard,7,Jason Elliott,Information Technology
135,Project,64,45,3,Course 3,Hard,5,Ana Hill,Information Technology
134,Final,91,45,3,Course 3,Hard,5,Ana Hill,Information Technology
133,Midterm,53,45,3,Course 3,Hard,5,Ana Hill,Information Technology
69,Project,96,23,3,Course 3,Hard,3,Leah Owens,Information Technology
68,Final,97,23,3,Course 3,Hard,3,Leah Owens,Information Technology
67,Midterm,91,23,3,Course 3,Hard,3,Leah Owens,Information Technology
3018,Project,54,1006,4,Course 4,Hard,97,Kelly Williams,Information Technology
3017,Final,88,1006,4,Course 4,Hard,97,Kelly Williams,Information Technology
3016,Midterm,55,1006,4,Course 4,Hard,97,Kelly Williams,Information Technology
2973,Project,55,991,4,Course 4,Hard,95,Cindy Gibson,Information Technology
2972,Final,51,991,4,Course 4,Hard,95,Cindy Gibson,Information Technology
2971,Midterm,94,991,4,Course 4,Hard,95,Cindy Gibson,Information Technology
2958,Project,92,986,4,Course 4,Hard,95,Cindy Gibson,Information Technology
2957,Final,88,986,4,Course 4,Hard,95,Cindy Gibson,Information Technology
2956,Midterm,88,986,4,Course 4,Hard,95,Cindy Gibson,Information Technology
2940,Project,33,980,4,Course 4,Hard,94,Brandon Hill,Information Technology
2939,Final,30,980,4,Course 4,Hard,94,Brandon Hill,Information Technology
2938,Midterm,38,980,4,Course 4,Hard,94,Brandon Hill,Information Technology
2922,Project,88,974,4,Course 4,Hard,94,Brandon Hill,Information Technology
2921,Final,57,974,4,Course 4,Hard,94,Brandon Hill,Information Technology
2920,Midterm,79,974,4,Course 4,Hard,94,Brandon Hill,Information Technology
2910,Project,82,970,4,Course 4,Hard,93,Ashley Johnson,Information Technology
2909,Final,96,970,4,Course 4,Hard,93,Ashley Johnson,Information Technology
2908,Midterm,76,970,4,Course 4,Hard,93,Ashley Johnson,Information Technology
2874,Project,30,958,4,Course 4,Hard,92,Scott Myers,Information Technology
2873,Final,45,958,4,Course 4,Hard,92,Scott Myers,Information Technology
2872,Midterm,37,958,4,Course 4,Hard,92,Scott Myers,Information Technology
2862,Project,82,954,4,Course 4,Hard,91,Kara Evans,Information Technology
2861,Final,77,954,4,Course 4,Hard,91,Kara Evans,Information Technology
2860,Midterm,93,954,4,Course 4,Hard,91,Kara Evans,Information Technology
2844,Project,82,948,4,Course 4,Hard,91,Kara Evans,Information Technology
2843,Final,65,948,4,Course 4,Hard,91,Kara Evans,Information Technology
2842,Midterm,64,948,4,Course 4,Hard,91,Kara Evans,Information Technology
2790,Project,43,930,4,Course 4,Hard,89,Aaron Hardin,Information Technology
2789,Final,49,930,4,Course 4,Hard,89,Aaron Hardin,Information Technology
2788,Midterm,45,930,4,Course 4,Hard,89,Aaron Hardin,Information Technology
2742,Project,72,914,4,Course 4,Hard,87,April Owens,Information Technology
2741,Final,54,914,4,Course 4,Hard,87,April Owens,Information Technology
2740,Midterm,69,914,4,Course 4,Hard,87,April Owens,Information Technology
2676,Project,77,892,4,Course 4,Hard,85,Maria Rodriguez,Information Technology
2675,Final,59,892,4,Course 4,Hard,85,Maria Rodriguez,Information Technology
2674,Midterm,61,892,4,Course 4,Hard,85,Maria Rodriguez,Information Technology
2661,Project,98,887,4,Course 4,Hard,85,Maria Rodriguez,Information Technology
2660,Final,80,887,4,Course 4,Hard,85,Maria Rodriguez,Information Technology
2659,Midterm,61,887,4,Course 4,Hard,85,Maria Rodriguez,Information Technology
2646,Project,42,882,4,Course 4,Hard,85,Maria Rodriguez,Information Technology
2645,Final,35,882,4,Course 4,Hard,85,Maria Rodriguez,Information Technology
2644,Midterm,45,882,4,Course 4,Hard,85,Maria Rodriguez,Information Technology
2643,Project,65,881,4,Course 4,Hard,84,Timothy Wallace,Information Technology
2642,Final,80,881,4,Course 4,Hard,84,Timothy Wallace,Information Technology
2641,Midterm,53,881,4,Course 4,Hard,84,Timothy Wallace,Information Technology
2544,Project,90,848,4,Course 4,Hard,81,Allen Moore,Information Technology
